index,event_annotation_id,event_id,argtext,Text,Important,Goal_Test,annotator_ID,Goal_Test_2,Final_Goal_Test
3417,13612,1674,Russia,,,important,0,Russia intercepted a US Air Force plane , intercepted  
3418,13614,1674,a US Air Force plane,,,important,0,,
3419,13627,1675,Police,,,important,0,Police in Stuttgart Germany arrest at least 400, in 
3420,13628,1675,Stuttgart Germany arrest at least 400,,,important,0,,
3421,13640,1676,237 activists,,,important,0,237 activists face jail terms, face 
3422,13641,1676,jail terms,,,important,0,,
3423,13655,1677,The influential Christian sect Iglesia ni Cristo,,,important,0,The influential Christian sect Iglesia ni Cristo endorses Grace Poe, endorses 
3424,13656,1677,Grace Poe,,,important,0,,
3425,13666,1678,The protesters,,,important,0,Thr protesters accuse Prime Minister Aleksandar VuAiA, accuse 
3426,13667,1678,Prime Minister Aleksandar VuAiA,,,important,0,,
3427,13684,1679,Iraq parliament,,,important,0,Iraq parliament in Green Zone, in 
3428,13685,1679,Green Zone,,,important,0,,
3429,13686,1680,A blast,,,important,0,A blast hits a police station, hits 
3430,13687,1680,a police station,,,important,0,,
3431,13697,1681,an armed attack,,,important,0,an armed attack by Kurdish militants, by 
3432,13698,1681,Kurdish militants,,,important,0,,
3433,13702,1682,Houthi rebels,,,important,0,Houthi rebels capture Umaliqa military base, capture 
3434,13703,1682,Umaliqa military base,,,important,0,,
3435,13706,1683,Two car bombs,,,important,0,Two bombs kill at least 32 people, kill 
3436,13707,1683,at least 32 people,,,important,0,,
3437,13714,1684,Abu Sayyaf militants,,,important,0,Abu Sayyaf militants release ten Indonesians, release 
3438,13715,1684,ten Indonesians,,,important,0,,
3439,13722,1685,cancellation,,,important,0,cancellation of 28 billion merger, of 
3440,13724,1685,28 billion merger,,,important,0,,
3441,13728,1686,The historic Serbian Orthodox Cathedral,,,important,0,The historic Serbain Orthodox Cathedral destroyed in a massive fouralarm fire, destroyed in 
3442,13731,1686,a massive fouralarm fire,,,important,0,,
3443,13738,1687,Rescuers,,,important,0,Rescuers searching for survivors, searching for 
3444,13739,1687,survivors,,,important,0,,
3445,13746,1688,The mass poisoning,,,important,0,The mass poisoning occured in April, occured in 
3446,13747,1688,April,,,important,0,,
3447,13748,1689,An oil tanker,,,important,0,An oil tanker sent from Eastern Libya, sent from 
3448,13749,1689,Eastern Libya,,,important,0,,
3449,13760,1690,The first cruise ship,,,important,0,The first cruise ship in more than a halfcentury, in 
3450,13761,1690,more than a halfcentury,,,important,0,,
3451,13771,1691,Randy Hentzel and Harold Nichols,,,important,0,Randy Hentzel and Harold Nichols worked for a Pennsyvaniabased Christian charity, worked for 
3452,13772,1691,a Pennsylvaniabased Christian charity,,,important,0,,
3453,13780,1692,Rodrigo Duterte,,,important,0,Rodrigo Duterte good for national unity, good for 
3454,13781,1692,national unity,,,important,0,,
3455,13782,1693,Thousands,,,important,0,Thousands set for May Day demonstrations, set for 
3456,13783,1693,May Day demonstrations,,,important,0,,
3457,13795,1694,political reform,,,important,0,political reform leave Baghdads Green Zone, leave 
3458,13796,1694,Baghdads Green Zone,,,important,0,,
3459,13807,1695,Commonwealth,,,important,0,Commonwealth will default on 422 million bond payment, will default on 
3460,13809,1695,422 million bond payment,,,important,0,,
3461,13815,1696,Egyptian police raid headquarters,,,important,0,Egyptian police raid headquarters arrest two journalists, arrest 
3462,13818,1696,two journalists,,,important,0,,
3463,13824,1697,Adelaide United,,,important,0,Adelaide United win their first ALeague championship, win 
3464,13825,1697,their first ALeague championship,,,important,0,,
3465,13830,1698,Three bombings,,,important,0,Three bombings kill at least fourteen, kill 
3466,13832,1698,at least fourteen,,,important,0,,
3467,13840,1699,The remaining troops,,,important,0,The remaining troops will join UN peacekeepers, will join 
3468,13841,1699,UN peacekeepers,,,important,0,,
3469,13851,1700,drone attacks,,,important,0,drone attacks in Syria, in 
3470,13853,1700,Syria,,,important,0,,
3471,13857,1701,The Philippines stock market,,,important,0,The Philippines stock market suffers biggest drop, suffers 
3472,13858,1701,biggest drop,,,important,0,,
3473,13869,1702,questions,,,important,0,questions have been raised as to authenticity, have been raised as to 
3474,13870,1702,authenticity,,,important,0,,
3475,13877,1703,The Governor Alejandro GarcAa Padilla,,,important,0,The Governor Alejandro GarcAa Padilla calls situation, calls 
3476,13878,1703,situation,,,important,0,,
3477,13880,1704,The bodies,,,important,0,The bodies found on Himalayan mountain Shishapangma, found on 
3478,13883,1704,Himalayan mountain Shishapangma,,,important,0,,
3479,13886,1705,About 200 US troops,,,important,0,About 200 US troops arrive in Moldova, arrive in 
3480,13887,1705,Moldova,,,important,0,,
3481,13894,1706,Russian jets,,,important,0,Russian jets in Baltics, in 
3482,13895,1706,Baltics,,,important,0,,
3483,13908,1707,European Union,,,important,0,European Union propose relaxing visa requirement for Turks, propose relaxing  for 
3484,13909,1707,visa requirements,,,important,0,,
3485,13910,1707,Turks,,,important,0,,
3486,13915,1708,Police,,,important,0,Police in Indonesian provinces, in 
3487,13916,1708,Indonesian provinces,,,important,0,,
3488,13934,1709,hydroelectric project CAiceres,,,important,0,hydroelectric project cAiceres had opposed since 2006, had opposed since 
3489,13935,1709,2006,,,important,0,,
3490,13940,1710,an antipiracy mission,,,important,0,an antipiracy mission in 2012, in 
3491,13941,1710,2012,,,important,0,,
3492,13956,1711,The Catholic Church,,,important,0,The Catholic Church in Philippines, in 
3493,13957,1711,Philippines,,,important,0,,
3494,13960,1712,A Somali asylum seeker,,,important,0,A Somali asylum seeker sets herself alight in Nauru, sets  alight in 
3495,13961,1712,herself,,,important,0,,
3496,13962,1712,Nauru,,,important,0,,
3497,13975,1713,venezuela,,,important,0,venezuela faces an increasing electricity shortage, faces 
3498,13976,1713,an increasing electricity shortage,,,important,0,,
3499,13977,1714,Spanish politicians,,,important,0,Spanish politicians fai to meet a deadline to form a government, fai to meet a deadline to form 
3500,13978,1714,a government,,,important,0,,
3501,13987,1715,three potentially habitable Earthlike exoplanets,,,important,0,three potentially habitable Earthlike exoplanets orbiting TRAPPIST1, orbiting 
3502,13988,1715,TRAPPIST1,,,important,0,,
3503,13992,1716,A Rocket Attack,,,important,0,A Rocket Attack hits a hospital, hits 
3504,13993,1716,a hospital,,,important,0,,
3505,14005,1717,fighters,,,important,0,fighters killed a NAVY SEAL, killed 
3506,14006,1717,a Navy SEAL,,,important,0,,
3507,14029,1718,The ship,,,important,0,The ship scuttled in 1778, scuttled in 
3508,14030,1718,1778,,,important,0,,
3509,14037,1719,Khadija Ismayilova,,,important,0,Khadija Ismayilova announced as winner of UNESCO/Guollermo Cano World Press Freedom Prize, announced as  of 
3510,14038,1719,winner,,,important,0,,
3511,14039,1719,UNESCO/Guillermo Cano World Press Freedom Prize,,,important,0,,
3512,14044,1720,The Philippine financial market,,,important,0,The Philippine financial market continues to suffer amid speculation, continues to suffer amid 
3513,14045,1720,speculation,,,important,0,,
3514,14061,1721,80 percent,,,important,0,80 percent destroyed by fire, destroyed by 
3515,14062,1721,fire,,,important,0,,
3516,14063,1722,An airplane crashes,,,important,0,An airplane crashes on Long Island New York, on 
3517,14064,1722,Long Island New York,,,important,0,,
3518,14066,1723,The sect Iglesia ni Cristo,,,important,0,The sect Iglesia ni Cristo suing supporters of Rodrigo Duterte, suing  of 
3519,14067,1723,supporters,,,important,0,,
3520,14068,1723,Rodrigo Duterte,,,important,0,,
3521,14075,1724,organized crime,,,important,0,organized crime from Russia, from 
3522,14076,1724,Russia,,,important,0,,
3523,14089,1725,Indonesian police arrest close,,,important,0,Indonesian police arrest close to 1700 people, to 
3524,14090,1725,1700 people,,,important,0,,
3525,14095,1726,Brazil,,,important,0,Brazil sues iron miner Samarco and parent companies, sues 
3526,14096,1726,iron miner Samarco and parent companies,,,important,0,,
3527,14109,1727,Mijango,,,important,0,Mijango smuggle banned items, smuggle 
3528,14110,1727,banned items,,,important,0,,
3529,14117,1728,future European Union quotas,,,important,0,future European Union quotas for resettling refugees, for 
3530,14118,1728,resettling refugees,,,important,0,,
3531,14128,1729,Independence leader Benny Wenda,,,important,0,Independence leader Benny Wenda joined various humanitarians parlamentarians, joined 
3532,14129,1729,various humanitarians parliamentarians,,,important,0,,
3533,14148,1730,Vermont Senator Bernie Sanders,,,important,0,Vermont Senator Bernie Sanders wins Indiana Democratic primary, wins 
3534,14149,1730,Indiana Democratic primary,,,important,0,,
3535,14150,1731,Cho Yangho,,,important,0,Cho Yangho resigns as President, resigns as 
3536,14151,1731,President,,,important,0,,
3537,14165,1732,40th Ordinary UEFA Congress,,,important,0,40th Ordinary UEFA Congress in Budapest, in 
3538,14166,1732,Budapest,,,important,0,,
3539,14167,1733,The Abu Sayyaf militant group,,,important,0,The Abu Sayyaf militant group threatens to behead a Canadian hostage, threatens to behead 
3540,14168,1733,a Canadian hostage,,,important,0,,
3541,14173,1734,heavy fighting,,,important,0,heavy fighting between Syrian government and opposition forces, between 
3542,14174,1734,Syrian government and opposition forces,,,important,0,,
3543,14176,1735,Suspected Kurdistan Workers Party PKK militants,,,important,0,Suspected Kurdistan Workers Party PKK militants launch a car bomb attack, launch 
3544,14177,1735,a car bomb attack,,,important,0,,
3545,14186,1736,Allied Democratic Forces ADF,,,important,0,Allied Democratic Force ADF armed with machetes, armed with 
3546,14187,1736,machetes,,,important,0,,
3547,14194,1737,a truce,,,important,0,a truce with Israeli military, with 
3548,14195,1737,Israeli military,,,important,0,,
3549,14200,1738,The Philippine stock market,,,important,0,The Philippine stock market continues to fall for fifth straight day, continues to fall for 
3550,14201,1738,fifth straight day,,,important,0,,
3551,14209,1739,The New Day,,,important,0,The New Day close after just two months, close after 
3552,14210,1739,just two months,,,important,0,,
3553,14219,1740,a bus skids,,,important,0,a bus skids off a bridge, off 
3554,14220,1740,a bridge,,,important,0,,
3555,14226,1741,visafree travel,,,important,0,visafree travel for Turkish citizens, for 
3556,14227,1741,Turkish citizens,,,important,0,,
3557,14250,1742,transgender people,,,important,0,transgender people violates US Civil Rights Act, violates 
3558,14251,1742,US Civil Rights Act,,,important,0,,
3559,14259,1743,The Nepalese Maoist Party,,,important,0,The Nepalese Maoist Party will withdraw support from Prime Minister Khadga Prasad Sharma Oli, will withdraw  from 
3560,14261,1743,support,,,important,0,,
3561,14262,1743,Prime Minister Khadga Prasad Sharma Oli,,,important,0,,
3562,14264,1744,Ohio Governor John Kasich,,,important,0,Ohio Governor John Kasich suspends his campaign, suspends 
3563,14265,1744,his campaign,,,important,0,,
3564,14270,1745,IBM,,,important,0,IBM alloe public to access a fivequbit quantum computer, alloe public to access 
3565,14271,1745,a fivequbit quantum computer,,,important,0,,
3566,14274,1746,Real Madrid,,,important,0,Real Madrid beat Manchester City, beat 
3567,14275,1746,Manchester City,,,important,0,,
3568,14285,1747,twin blasts,,,important,0,twin blasts in central Syria, in 
3569,14286,1747,central Syria,,,important,0,,
3570,14294,1748,Saudi security forces,,,important,0,Saudi security forces shoot dead two alleged Islamic State, shoot 
3571,14295,1748,dead two alleged Islamic State,,,important,0,,
3572,14300,1749,A Palestinian woman,,,important,0,A Palestinian woman killed in Gaza Strip, killed in 
3573,14302,1749,Gaza Strip,,,important,0,,
3574,14310,1750,The Philippine peso,,,important,0,The Philippine peso fell zero, fell 
3575,14311,1750,zero,,,important,0,,
3576,14320,1751,a bus,,,important,0,a bus plunges into a ravine, plunges into 
3577,14321,1751,a ravine,,,important,0,,
3578,14323,1752,The Royal Navys HMS Sabre,,,important,0,The Royal Navys HMS Sabre fires warning at a Spanish Guardia Civil vessel, fires warning at 
3579,14325,1752,a Spanish Guardia Civil vessel,,,important,0,,
3580,14340,1753,Deputies Chamber Eduardo Cunha,,,important,0,Deputies Chamber Eduardo Cunha for obstructing Petrobras corruption investigation, for obstructing 
3581,14341,1753,Petrobras corruption investigation,,,important,0,,
3582,14342,1754,Colorado Springs Colorado,,,important,0,Colorado Springs Colorado agrees to pay people, agrees to pay 
3583,14343,1754,people,,,important,0,,
3584,14356,1755,California court,,,important,0,California court finds  Grim Sleeper serial killer, finds  
3585,14357,1755,Grim Sleeper serial killer,,,important,0,,
3586,14358,1756,Hackers,,,important,0,Hacker attack Gmail Hotmail, attack 
3587,14361,1756,Gmail Hotmail,,,important,0,,
3588,14365,1757,Turkish Prime Minister Ahmet Davutoaylu,,,important,0,Turkish Prime Minister Ahmet Davutoaylu announces his resignation effective 22, announces 
3589,14366,1757,his resignation effective 22,,,important,0,,
